0  0
0.01 0
0.01 1 
0.013000000000000001 1 
0.013000000000000001 0 
0.014 0 
0.014 1 
0.015 1 
0.015 0 
0.016 0 
0.016 1 
0.019 1 
0.019 0 
0.02 0 
0.02 1 
0.021 1 
0.021 0 
0.022 0 
0.022 1 
0.025 1 
0.025 0 
0.026000000000000002 0 
0.028 0 
0.028 1 
0.031 1 
0.031 0 
0.032 0 
0.034 0 
0.034 1 
0.035 1 
0.035 0 
0.036000000000000004 0 
0.036000000000000004 1 
0.037 1 
0.037 0 
0.038 0 
0.038 1 
0.039 1 
0.039 0 
0.04 0 
0.04 1 
0.041 1 
0.041 0 
0.042 0 
0.044 0 
0.044 1 
0.045 1 
0.045 0 
0.046 0 
0.048 0 
0.05 0 
0.052000000000000005 0 
0.052000000000000005 1 
0.055 1 
0.055 0 
0.056 0 
0.056 1 
0.059000000000000004 1 
0.059000000000000004 0 
0.06 0 
0.06 1 
0.061 1 
0.061 0 
0.062 0 
0.062 1 
0.065 1 
0.065 0 
0.066 0 
0.068 0 
0.068 1 
0.069 1 
0.069 0 
0.07 0 
0.07 1 
0.07100000000000001 1 
0.07100000000000001 0 
0.07200000000000001 0 
0.07200000000000001 1 
0.075 1 
0.075 0 
0.076 0 
0.078 0 
0.078 1 
0.079 1 
0.079 0 
0.08 0 
0.08 1 
0.081 1 
0.081 0 
0.082 0 
0.084 0 
0.084 1 
0.08700000000000001 1 
0.08700000000000001 0 
0.088 0 
0.088 1 
0.089 1 
0.089 0 
0.09 0 
0.09 1 
0.093 1 
0.093 0 
0.094 0 
0.094 1 
0.095 1 
0.095 0 
0.096 0 
0.098 0 
0.098 1 
0.101 1 
0.101 0 
0.10200000000000001 0 
0.10200000000000001 1 
0.10300000000000001 1 
0.10300000000000001 0 
0.10400000000000001 0 
0.10400000000000001 1 
0.107 1 
0.107 0 
0.108 0 
0.11 0 
0.112 0 
0.114 0 
0.114 1 
0.117 1 
0.117 0 
0.11800000000000001 0 
0.11800000000000001 1 
0.11900000000000001 1 
0.11900000000000001 0 
0.12 0 
0.12 1 
0.121 1 
0.121 0 
0.122 0 
0.122 1 
0.123 1 
0.123 0 
0.124 0 
0.126 0 
0.126 1 
0.127 1 
0.127 0 
0.128 0 
0.128 1 
0.131 1 
0.131 0 
0.132 0 
0.132 1 
0.133 1 
0.133 0 
0.134 0 
0.136 0 
0.136 1 
0.139 1 
0.139 0 
0.14 0 
0.14 1 
0.14300000000000002 1 
0.14300000000000002 0 
0.14400000000000002 0 
0.14400000000000002 1 
0.147 1 
0.147 0 
0.148 0 
0.15 0 
0.15 1 
0.151 1 
0.151 0 
0.152 0 
0.152 1 
0.155 1 
0.155 0 
0.156 0 
0.156 1 
0.159 1 
0.159 0 
0.16 0 
0.162 0 
0.162 1 
0.165 1 
0.165 0 
0.166 0 
0.166 1 
0.167 1 
0.167 0 
0.168 0 
0.17 0 
0.17200000000000001 0 
0.17400000000000002 0 
0.17400000000000002 1 
0.17500000000000002 1 
0.17500000000000002 0 
0.176 0 
0.176 1 
0.177 1 
0.177 0 
0.178 0 
0.178 1 
0.181 1 
0.181 0 
0.182 0 
0.182 1 
0.183 1 
0.183 0 
0.184 0 
0.186 0 
0.186 1 
0.189 1 
0.189 0 
0.19 0 
0.19 1 
0.193 1 
0.193 0 
0.194 0 
0.194 1 
0.197 1 
0.197 0 
0.198 0 
0.2 0 
0.2 1 
0.203 1 
0.203 0 
0.20400000000000001 0 
0.20400000000000001 1 
0.20500000000000002 1 
0.20500000000000002 0 
0.20600000000000002 0 
0.20600000000000002 1 
0.20700000000000002 1 
0.20700000000000002 0 
0.20800000000000002 0 
0.20800000000000002 1 
0.211 1 
0.211 0 
0.212 0 
0.214 0 
0.216 0 
0.218 0 
0.218 1 
0.219 1 
0.219 0 
0.22 0 
0.22 1 
0.223 1 
0.223 0 
0.224 0 
0.224 1 
0.227 1 
0.227 0 
0.228 0 
0.228 1 
0.231 1 
0.231 0 
0.232 0 
0.234 0 
0.234 1 
0.23500000000000001 1 
0.23500000000000001 0 
0.23600000000000002 0 
0.23600000000000002 1 
0.23700000000000002 1 
0.23700000000000002 0 
0.23800000000000002 0 
0.23800000000000002 1 
0.241 1 
0.241 0 
0.242 0 
0.244 0 
0.244 1 
0.247 1 
0.247 0 
0.248 0 
0.248 1 
0.251 1 
0.251 0 
0.252 0 
0.254 0 
0.254 1 
0.255 1 
0.255 0 
0.256 0 
0.256 1 
0.259 1 
0.259 0 
0.26 0 
0.26 1 
0.263 1 
0.263 0 
0.264 0 
0.264 1 
0.265 1 
0.265 0 
0.266 0 
0.268 0 
0.268 1 
0.269 1 
0.269 0 
0.27 0 
0.27 1 
0.271 1 
0.271 0 
0.272 0 
0.272 1 
0.273 1 
0.273 0 
0.274 0 
0.276 0 
0.278 0 
0.28 0 
0.28 1 
0.28300000000000003 1 
0.28300000000000003 0 
0.28400000000000003 0 
0.28400000000000003 1 
0.28700000000000003 1 
0.28700000000000003 0 
0.28800000000000003 0 
0.28800000000000003 1 
0.291 1 
0.291 0 
0.292 0 
0.294 0 
0.294 1 
0.295 1 
0.295 0 
0.296 0 
0.296 1 
0.297 1 
0.297 0 
0.298 0 
0.298 1 
0.299 1 
0.299 0 
0.3 0 
0.3 1 
0.303 1 
0.303 0 
0.304 0 
0.306 0 
0.306 1 
0.307 1 
0.307 0 
0.308 0 
0.31 0 
0.31 1 
0.311 1 
0.311 0 
0.312 0 
0.312 1 
0.315 1 
0.315 0 
0.316 0 
0.316 1 
0.317 1 
0.317 0 
0.318 0 
0.32 0 
0.322 0 
0.324 0 
0.324 1 
0.327 1 
0.327 0 
0.328 0 
0.33 0 
0.33 1 
0.331 1 
0.331 0 
0.332 0 
0.332 1 
0.333 1 
0.333 0 
0.334 0 
0.334 1 
0.335 1 
0.335 0 
0.336 0 
0.336 1 
0.337 1 
0.337 0 
0.338 0 
0.34 0 
0.34 1 
0.341 1 
0.341 0 
0.342 0 
0.34400000000000003 0 
0.34600000000000003 0 
0.34800000000000003 0 
0.34800000000000003 1 
0.34900000000000003 1 
0.34900000000000003 0 
0.35000000000000003 0 
0.35000000000000003 1 
0.353 1 
0.353 0 
0.354 0 
0.354 1 
0.355 1 
0.355 0 
0.356 0 
0.356 1 
0.357 1 
0.357 0 
0.358 0 
0.36 0 
0.36 1 
0.361 1 
0.361 0 
0.362 0 
0.362 1 
0.365 1 
0.365 0 
0.366 0 
0.368 0 
0.368 1 
0.371 1 
0.371 0 
0.372 0 
0.372 1 
0.375 1 
0.375 0 
0.376 0 
0.376 1 
0.377 1 
0.377 0 
0.378 0 
0.378 1 
0.379 1 
0.379 0 
0.38 0 
0.382 0 
0.382 1 
0.385 1 
0.385 0 
0.386 0 
0.386 1 
0.387 1 
0.387 0 
0.388 0 
0.388 1 
0.391 1 
0.391 0 
0.392 0 
0.392 1 
0.395 1 
0.395 0 
0.396 0 
0.398 0 
0.4 0 
0.402 0 
0.402 1 
0.405 1 
0.405 0 
0.406 0 
0.406 1 
0.40700000000000003 1 
0.40700000000000003 0 
0.40800000000000003 0 
0.40800000000000003 1 
0.40900000000000003 1 
0.40900000000000003 0 
0.41000000000000003 0 
0.41200000000000003 0 
0.41200000000000003 1 
0.41500000000000004 1 
0.41500000000000004 0 
0.41600000000000004 0 
0.41600000000000004 1 
0.419 1 
0.419 0 
0.42 0 
0.42 1 
0.423 1 
0.423 0 
0.424 0 
0.426 0 
